Artikelid,Namn,Namn2,Varugrupp,Varnummer,Prisinklmoms,Ursprung,Producent,Argang,Alkoholhalt,Typ,RavarorBeskrivning
10534,Pongrácz,Brut,Mousserande vin,7628,125.0,Western Cape,Bergkelder,,12.00%,Vitt Torrt,"Pinot noir 63%, chardonnay 37%"
1053516,Deutz,Rose Brut,Mousserande vin,77239,519.0,Champagne,Deutz,,12.00%,Rose,
1053562,Deutz,Rose Brut,Mousserande vin,77239,319.0,Champagne,Deutz,,12.00%,Rose,
1053569,Deutz,Rose Brut,Mousserande vin,77239,1099.0,Champagne,Deutz,,12.00%,Rose,
1053853,Luis Felipe Edwards,Pinot Noir,Rott vin,6238,70.0,Valle Central,Luis Felipe Edwards,2016.0,12.50%,Mjukt & Barigt,Pinot noir.
1053859,The Econic,Chardonnay,Vitt vin,6716,99.0,Kalifornien,Bonterra Vineyards,2016.0,13.50%,Fylligt & Smakrikt,Chardonnay.
1053868,Prohibition,White Blend,Vitt vin,6726,49.0,Washington State,Cascade Creek Winery,2015.0,11.50%,Druvigt & Blommigt,"Riesling, chardonnay och muscat."
1053881,Forester Estate,Cabernet Sauvignon,Rott vin,6486,179.0,Western Australia,Forester Estate,2015.0,13.50%,Fruktigt & Smakrikt,"92% cabernet sauvignon, 4% cabernet franc och 4% petit verdot."
1054316,Pol Remy,Brut,Mousserande vin,76100,29.0,,Pol Remy,,11.00%,Vitt Torrt,
1054326,Jacob's Creek Lighter Alcohol,Pinot Grigio,Vitt vin,6347,83.0,South Eastern Australia,Jacob's Creek Wines,2015.0,9.50%,Friskt & Fruktigt,Pinot grigio.
1054663,Noble Vines 667,Pinot Noir,Rott vin,6611,109.0,Kalifornien,Noble Vines,2015.0,14.50%,Kryddigt & Mustigt,Pinot noir.
1054701,Tribaut,Cuvee Rene Brut,Mousserande vin,77882,425.0,Champagne,Tribaut,,12.50%,Vitt Torrt,
1054722,Jacquesson,Cuvee nº 739 Extra Brut,Mousserande vin,77746,999.0,Champagne,Jacquesson & Fils,,12.00%,Vitt Torrt,
1055022,JP Chenet,ICE Sparkling Rose,Mousserande vin,76060,33.0,,JP Chenet,,11.00%,Rose,
1055042,JP Chenet,ICE Sparkling,Mousserande vin,70765,33.0,,JP Chenet,,10.50%,Vitt Halvtorrt,
1055418,Col di Manza,Millesimato Extra Dry,Mousserande vin,77282,157.0,Venetien,Perlage,2014.0,11.50%,Vitt Torrt,
1055883,Herve Dubois,Grand Cru Brut Rose,Mousserande vin,77918,318.0,Champagne,Herve Dubois,,12.00%,Rose,
1055969,Herve Dubois,Blanc de Blancs Grand Cru,Mousserande vin,77495,417.0,Champagne,Herve Dubois,2005.0,12.00%,Vitt Torrt,
1056259,Varnier-Fanniere,Grand Cru Cuvee St Denis,Mousserande vin,77608,425.0,Champagne,Varnier Fanniere,,12.00%,Vitt Torrt,
1056337,Château Lamarque,,Vitt vin,4221,172.0,Bordeaux,Sarl Lamarque,2000.0,14.00%,Sott,
1056567,Pertois-Lebrun,Exaltation Grand Cru Blanc de Blanc,Mousserande vin,78194,399.0,Champagne,Pertois Lebrun Champagne,,12.00%,Vitt Torrt,
1057062,Cuvee des Moines Brut Vintage,Besserat de Bellefon,Mousserande vin,95147,477.0,Champagne,Besserat de Bellefon,2006.0,12.50%,Vitt Torrt,
1057188,Cin Cin Brachetto d'Acqui,Collezione Lo Cicero By Michael Nyqvist,Rott vin,72152,99.0,Piemonte,Rinaldi Vini,2015.0,6.00%,Sott,
1057670,Jurtschitsch,Langenlois Riesling Reserve,Vitt vin,2939,139.0,Niederosterreich,Weingut Jurtschitsch,2016.0,12.50%,Friskt & Fruktigt,Riesling.
1058518,Julià & Navinès Cava Eko,Semi Seco,Mousserande vin,7613,79.0,Cava,1+1=3 U Mes U Fan Tres S.L.,,12.00%,Vitt Halvtorrt,"Macabeu, xarel-lo och parellada."
1058538,Pardelasses,,Rott vin,2725,249.0,Priorat,Jordi Aixalà I Jansana,2015.0,14.50%,Stramt & Nyanserat,50% garnatxa (grenache) och 50% samsó (carignan).
1058541,Monte Rossa,Flamingo Rose Brut,Mousserande vin,7615,199.0,Lombardiet,Monte Rossa,,12.00%,Rose,60% chardonnay och 40% pinot noir.
1058555,Ballast Stone,Shiraz Grenache Mourvedre,Rott vin,6296,235.0,South Eastern Australia,Shaw Family Vintners,2016.0,14.00%,Fruktigt & Smakrikt,"Shiraz, grenache och mourvèdre."
1058598,Terra Tangra,Cabernet Sauvignon Merlot Cabernet Franc,Rott vin,2822,69.0,Trakien,Terra Tangra,2016.0,14.00%,Fruktigt & Smakrikt,"70% cabernet sauvignon, 20% merlot och 10% cabernet franc."
1060004,El Gran Botánico,,Rott vin,2366,189.0,VdlT Castilla,Bodegas Gardel,2016.0,13.50%,Fruktigt & Smakrikt,Tempranillo och syrah.
1060034,Pata Negra,Apasionado Verdejo Sauvignon Blanc,Vitt vin,2127,189.0,Castilla y León,J Garcia Carrion,2016.0,12.50%,Friskt & Fruktigt,Verdejo och sauvignon blanc.
1060062,Cannonau di Sardegna,Riserva,Rott vin,2004,119.0,Sardinien,Tenuta Sella & Mosca,2014.0,14.00%,Kryddigt & Mustigt,Cannonau.
1060233,Frey-Sohler,Selection de Grains Nobles Riesling,Vitt vin,90553,449.0,Alsace,Frey-Sohler,2002.0,11.50%,Sott,Riesling.
1061366,Bilogía,Casa Los Frailes,Rott vin,2031,84.0,Valencia,Casa Los Frailes,2015.0,13.50%,Fruktigt & Smakrikt,"Garnacha, monastrell och syrah."
1062053,Gerard Bertrand,Cremant de Limoux Brut,Mousserande vin,77132,149.0,Languedoc-Roussillon,Gerard Bertrand,2015.0,12.50%,Vitt Torrt,
1062276,Crudo,Catarratto Zibibbo Organic,Vitt vin,4993,79.0,Sicilien,Cantine Colomba Bianca,2017.0,12.50%,Druvigt & Blommigt,Catarratto och zibibbo.
1062286,Côtes de Saumon,Chardonnay Sauvignon Blanc,Vitt vin,73988,79.0,,Jean Biecher,2016.0,12.50%,Friskt & Fruktigt,Chardonnay och sauvignon blanc.
1062289,Ca´Marrone,Appassimento,Rott vin,73570,99.0,,Casa Marrone,2016.0,14.50%,Kryddigt & Mustigt,
1062298,Noceto Michelotti,Barbera d'Asti Nizza,Rott vin,4995,154.0,Piemonte,Noceto Michelotti,2013.0,14.50%,Fruktigt & Smakrikt,Barbera.
1062301,Pazzione by Pernilla Wahlgren,,Rott vin,75208,89.0,Apulien,ViniMundi,2016.0,13.00%,Fruktigt & Smakrikt,
1062317,I Sassi Rosso,Organic,Rott vin,4992,99.0,Marche,Umani Ronchi,2014.0,13.50%,Kryddigt & Mustigt,Montepulciano och sangiovese.
1062719,Xavier,Vignon SM,Rott vin,75543,379.0,Rhonedalen,Xavier Vins,,14.00%,Kryddigt & Mustigt,Syrah och grenache.
1062946,Musso de Casa Rojo,Cava Brut,Mousserande vin,77849,119.0,Cava,Casa Rojo,2015.0,11.50%,Vitt Torrt,
1062960,Serge Mathieu,Blanc de Noirs Extra Brut,Mousserande vin,77950,299.0,Champagne,Serge Mathieu,,12.00%,Vitt Torrt,
1063140,Serge Mathieu,Tête de Cuvee Select Brut,Mousserande vin,77881,368.0,Champagne,Serge Mathieu,,12.00%,Vitt Torrt,
1063374,Miquel Pons Cava,Brut Nature Gran Reserva,Mousserande vin,76409,186.0,Cava,Miquel Pons,2009.0,11.50%,Vitt Torrt,
1063465,Aneto S,Colheita Tardia,Vitt vin,76467,495.0,Douro,Sobredos,2010.0,11.00%,Sott,
1063900,Babsan,Brut Rose,Mousserande vin,77954,390.0,Champagne,Pierre Mignon,,12.00%,Rose,
1064867,Château de La Violette,Les Abymes,Vitt vin,2168,103.0,Savoie,Domaine du Château de La Violette,2015.0,11.50%,Friskt & Fruktigt,Jacquère.
1064965,Vallee des Rois,Sauvignon Blanc Chardonnay,Vitt vin,2347,39.0,Loiredalen,Domaines Pierre Chavin,2015.0,12.00%,Friskt & Fruktigt,60% sauvignon blanc och 40% chardonnay.
1065089,Morgon,Côte du Py,Rott vin,78627,159.0,Bourgogne,Georges Duboeuf,2014.0,13.00%,Mjukt & Barigt,Gamay.
1065313,Victoria Prosecco,Extra Dry,Mousserande vin,77880,99.0,Venetien,COLLI VICENTINI S.C.A.,,11.00%,Vitt Torrt,Glera.
1065325,Moncaro,Verdicchio dei Castelli di Jesi Classico Organic,Vitt vin,2433,79.0,Marche,Moncaro,2016.0,13.00%,Friskt & Fruktigt,Verdicchio.
1065587,Gosset,Grande Reserve Brut,Mousserande vin,87661,893.0,Champagne,Gosset,,12.00%,Vitt Torrt,
1065647,Gosset,Grand Rose Brut,Mousserande vin,7405,1090.0,Champagne,Gosset,,12.00%,Rose,
1067742,Regis Fliniaux,Cuvee Superieure Brut,Mousserande vin,76557,299.0,Champagne,Regis Fliniaux,,12.00%,Vitt Torrt,
1067804,Le Sabbie dell'Etna,Etna Bianco DOC,Vitt vin,2372,119.0,Sicilien,Firriato,2016.0,13.00%,Friskt & Fruktigt,60% carricante och 40% catarratto.
1067972,Herve Dubois,Blanc de Blancs Grand Cru Reserve Brut,Mousserande vin,77353,289.0,Champagne,Herve Dubois,,12.00%,Vitt Torrt,
1067994,Brut Zero,Grand Cru,Mousserande vin,77618,371.0,Champagne,Varnier Fanniere,,12.00%,Vitt Torrt,
1068446,Louis Bouillot,Cremant de Bourgogne Perle d'Or Millesime,Mousserande vin,77973,179.0,Bourgogne,Louis Bouillot,2009.0,12.00%,Vitt Torrt,
1068569,Leva Rheinhessen,,Vitt vin,2772,69.0,Rheinhessen,Weinkontor Westhofen,2016.0,10.50%,Friskt & Fruktigt,Riesling och müller-thurgau.
1068838,Château la Varière,Le Savetier,Vitt vin,2200,99.0,Loiredalen,Château la Variere,2014.0,11.50%,Sott,Chenin blanc.
1069056,Moët & Chandon,Ice Imperial Demi-Sec,Mousserande vin,77338,435.0,Champagne,Moët & Chandon,,12.00%,Vitt Halvtorrt,
1069865,Chill Out Organic,Riesling,Vitt vin,2104,75.0,Rheinhessen,Altia,2016.0,12.00%,Friskt & Fruktigt,Riesling.
10703,Ruppertsberger Hofstück,Riesling,Vitt vin,5914,69.0,Pfalz,Ruppertsberger Weinkeller Hoheburg eG,2016.0,11.50%,Friskt & Fruktigt,Riesling.
1070989,Corte Cariano,Corvina Monovitigno,Rott vin,72992,160.0,Venetien,Brunelli,2013.0,13.50%,Mjukt & Barigt,Corvina.
1071567,Regis Fliniaux,Cuvee Prestige Grand Cru Brut,Mousserande vin,77254,398.0,Champagne,Regis Fliniaux,,12.00%,Vitt Torrt,
1072093,Jean-Diot,Selection Brut,Mousserande vin,77046,334.0,Champagne,Champagne Jean Diot,,12.00%,Vitt Torrt,
1072381,Viña Maipo,Sauvignon Blanc,Vitt vin,2931,184.0,Valle Central,Quinta de Maipo SpA,2017.0,11.50%,Friskt & Fruktigt,Sauvignon blanc.
1072476,Nivei Blanco,,Vitt vin,2184,79.0,Rioja,Bodegas Proelio,2016.0,13.00%,Friskt & Fruktigt,"55% viura, 35% verdejo, 5% sauvignon blanc och 5% chardonnay."
1072489,Dreissigacker,Riesling Alte Reben,Vitt vin,5823,155.0,Rheinhessen,Weingut Dreissigacker,2016.0,12.50%,Friskt & Fruktigt,Riesling.
1073229,Castell del Remei,Brut Nature,Mousserande vin,77533,119.0,Cava,Castell del Remei,2014.0,11.50%,Vitt Torrt,
1073563,Pineto,Brachetto D'Acqui,Rott vin,74298,90.0,Piemonte,Marenco,2015.0,5.50%,Sott,
1073932,Cremant de Bourgogne,Brut Prestige,Mousserande vin,77230,139.0,Bourgogne,La Maison du Cremant,2014.0,12.00%,Vitt Torrt,
1074274,Fattoria Paradiso,Gradisca Dolce,Vitt vin,73268,199.0,Emilia-Romagna,Fattoria Paradiso,2014.0,10.50%,Sott,
1075210,Aurum,Brut Nature Reserva,Mousserande vin,77432,99.0,Cava,Maset del Lleó,,11.00%,Vitt Torrt,
1075231,Castell De Ribes,Semi Seco,Mousserande vin,77755,89.0,Cava,Bodegas Joan Sarda SA.,,11.50%,Vitt Halvtorrt,
1075270,Ojai,Kick On Ranch Riesling,Vitt vin,76492,339.0,Kalifornien,Ojai Vineyard,2016.0,8.00%,Sott,
1075817,Groh Organic,Grauburgunder Trocken,Vitt vin,5551,109.0,Rheinhessen,Estate Groh,2016.0,12.50%,Druvigt & Blommigt,Grauburgunder (pinot gris).
1075965,Gabriel Meffre,Côtes-du-Rhône Saint-Francois,Vitt vin,74993,89.0,Rhonedalen,Gabriel Meffre,2016.0,13.00%,Druvigt & Blommigt,Grenache blanc och viognier samt ovriga druvsorter.
1076174,Alfiero Boffa,Moscato d'Asti La Lupa,Vitt vin,71931,101.0,Piemonte,Alfiero Boffa,2016.0,5.00%,Sott,
1077182,Santa Duc,Côtes du Rhône Les Vieilles Vignes,Rott vin,73018,118.0,Rhonedalen,Domaine Santa Duc,2015.0,14.50%,Kryddigt & Mustigt,
1077772,Savigny-lès-Beaune Premier Cru Les Lavières,Louis Jadot,Rott vin,90247,276.0,Bourgogne,Louis Jadot,2014.0,13.00%,Kryddigt & Mustigt,Pinot noir.
1077974,Guldkula,Diamond Grand Cru Vintage,Mousserande vin,77614,9300.0,Champagne,Champagne de Venoge,1998.0,12.00%,Vitt Torrt,
1078270,Salon,,Mousserande vin,90591,3409.0,Champagne,SalonDelamotte,2004.0,12.00%,Vitt Torrt,Chardonnay.
1078438,Bollinger RD,,Mousserande vin,99309,1799.0,Champagne,Bollinger,2002.0,12.00%,Vitt Torrt,60% pinot noir och 40% chardonnay.
1080475,Michel Genet,Grand Cru Blanc de Blancs Brut Esprit,Mousserande vin,77790,209.0,Champagne,Michel Genet,,12.50%,Vitt Torrt,
1080947,Egly-Ouriet,Brut Grand Cru Millesime,Mousserande vin,77082,1060.0,Champagne,Egly-Ouriet,2005.0,12.50%,Vitt Torrt,
1081033,Villa Marcello,Prosecco,Mousserande vin,77184,129.0,Venetien,Marcello del Majno,2016.0,11.00%,Vitt Torrt,
1082241,Eugen Altschuh Pfalz,Riesling Dry,Vitt vin,5487,249.0,Pfalz,Weingau Eugen Altschuh,2016.0,13.00%,Friskt & Fruktigt,Riesling.
1082257,Zýme,Metodo Classico,Mousserande vin,77034,399.0,,Azienda Agricola Zyme,2011.0,12.50%,Vitt Torrt,
1082261,Sublime Grand Cru,Rose,Mousserande vin,77425,368.0,Champagne,Union des Proprietaires Recoltants,,12.50%,Rose,
1082647,Jean-Christophe Pellerin Classic Rose,Methode Ancestrale,Mousserande vin,95326,177.0,Savoie,Domaine Pellerin,,8.00%,Rose,
1082668,Amour de Deutz,,Mousserande vin,90661,1499.0,Champagne,Deutz,2006.0,12.00%,Vitt Torrt,Chardonnay.
1083301,Comte Hugues de La Bourdonnaye,Brut Nature Rose,Mousserande vin,75512,458.0,Champagne,Hugues de La Bourdonnaye,,12.00%,Rose,
1083364,Comte Hugues de La Bourdonnaye,Brut Nature Grande Reserve,Mousserande vin,71348,458.0,Champagne,Hugues de La Bourdonnaye,,12.00%,Vitt Torrt,
1083507,Casa Nostra,Organica,Rott vin,72638,59.0,Sicilien,Winepartners Nordic AB,2016.0,12.50%,Fruktigt & Smakrikt,
1083554,MilleUna Tretarante,Dolce Naturale,Rott vin,74578,355.0,Apulien,Milleuna,2012.0,15.50%,Sott,
1083609,MilleUna Aladino,Primitivo Dolce Naturale,Rott vin,73297,235.0,Apulien,Mille Una,2012.0,18.00%,Sott,
1084111,Stellenbosch Reserve,Vanderstel,Rott vin,4638,129.0,Western Cape,The Stellenbosch Reserve,2016.0,14.50%,Fruktigt & Smakrikt,"60% cabernet sauvignon, 26% merlot, 11% malbec och 3% petit verdot."
1084127,Round House,Signature Collection Shiraz,Rott vin,4639,89.0,Western Cape,First Cape,2015.0,14.00%,Fruktigt & Smakrikt,93% shiraz och 7% viognier.
1084159,Misty Cove,Organic Pinot Noir,Rott vin,2140,149.0,Marlborough,Misty Cove,2016.0,13.00%,Kryddigt & Mustigt,Pinot noir.
1084439,Falanghina del Sannio,Nifo Sarapocchiello,Vitt vin,2169,99.0,Kampanien,Nifo Sarapocchiello,2015.0,14.00%,Friskt & Fruktigt,Falanghina.
1084492,Prosecco,Pizzolato,Mousserande vin,7870,63.0,Venetien,La Cantina Pizzolato,,11.00%,Vitt Torrt,
1084505,Prosecco,Pizzolato,Mousserande vin,7870,39.0,Venetien,La Cantina Pizzolato,,11.00%,Vitt Torrt,Glera.
1084511,Monte Stelle,Soave Classico,Vitt vin,2519,92.0,Venetien,La Cappuccina,2015.0,12.50%,Friskt & Fruktigt,Garganega.
1084520,Reyneke Vinehugger,Cabernet Sauvignon Merlot,Rott vin,6455,82.0,Western Cape,Reyneke Winery,2017.0,13.00%,Fruktigt & Smakrikt,Cabernet sauvignon och merlot.
1084529,Murdoch James Estate,Pinot Noir,Rott vin,6242,159.0,Wellington N Z,Murdoch James Estate,2015.0,13.50%,Kryddigt & Mustigt,Pinot noir.
1084544,Dr von Bassermann-Jordan,Deidesheimer Leinhohle,Vitt vin,75947,216.0,Pfalz,Dr von Bassermann-Jordan GmbH,2015.0,9.00%,Sott,
1084609,Langenlois,Weingut Jurtschitsch Grüner Veltliner,Vitt vin,2699,119.0,Niederosterreich,Weingut Jurtschitsch,2016.0,12.00%,Friskt & Fruktigt,Grüner veltliner.
1085059,Recioto,Le Guaite di Noemi,Rott vin,76791,395.0,Venetien,Le Guaite di Noemi,2008.0,13.50%,Sott,
1085139,Gran Appasso,,Rott vin,71785,89.0,Apulien,Domaine Wines,2016.0,14.50%,Kryddigt & Mustigt,
1085458,Borgi,Organico,Rott vin,76485,79.0,,Cantinetta Vini,2016.0,13.50%,Fruktigt & Smakrikt,
1085479,Brazil Intenso,Brut,Mousserande vin,77584,115.0,Serra Gaúcha,Vinicola Salton,,11.50%,Vitt Torrt,
1085720,Cono Sur,Pinot Noir Organic,Rott vin,4641,99.0,,Viña Cono Sur,2016.0,14.00%,Kryddigt & Mustigt,Pinot noir.
1085753,Gran Maestro,Appassimento Bianco,Vitt vin,76052,69.0,Apulien,Maestro Italiano S.p.A,2016.0,14.50%,Fylligt & Smakrikt,
1085949,Gutevin,Lukase Grand Reserv,Rott vin,31050,199.0,Gotlands lan,Gute Vingard AB,,12.00%,Mjukt & Barigt,96% rondo och 4% solaris.
1085986,Chic Barcelona,Brut,Mousserande vin,77856,86.0,Cava,Pere Ventura i Familia,,11.50%,Vitt Torrt,
1086158,Cattier,Blanc de Noirs Brut,Mousserande vin,78006,367.0,Champagne,Champagne Cattier,,12.50%,Vitt Torrt,
1086532,Freixenet,Organic Brut,Mousserande vin,77839,99.0,Cava,Freixenet,,11.50%,Vitt Torrt,
1087628,Torelló Pàl-Lid,Brut Rose Reserva,Mousserande vin,77834,189.0,Cava,Bodega Torelló Llopart SA,2015.0,12.00%,Rose,
1087665,Torelló Special Edition,Brut Reserva,Mousserande vin,77806,189.0,Cava,Bodega Torelló Llopart SA,2012.0,12.00%,Vitt Torrt,
1088019,Monbazillac,Cuvee Grande Reserve,Vitt vin,76194,214.0,Frankrike sydvast,EARL VIGNOBLES GERARDIN,2013.0,13.00%,Sott,
1088576,Torraccia del Piantavigna,Ghemme,Rott vin,2339,169.0,Piemonte,Torraccia del Piantavigna,2009.0,13.50%,Stramt & Nyanserat,90% nebbiolo och 10% vespolina.
1089633,Jean-Yves de Carlini Brut Grand Cru,Millesime,Mousserande vin,91110,495.0,Champagne,Jean-Yves de Carlini,2004.0,12.00%,Vitt Torrt,
1089809,Ponderosa,Viognier,Vitt vin,2501,89.0,Kalifornien,CaskMoestue AB,2015.0,14.00%,Druvigt & Blommigt,Viognier.
1089929,Trapiche,Gran Medalla,Rott vin,2761,186.0,Cuyo,Bodegas Trapiche,2013.0,14.50%,Stramt & Nyanserat,"Malbec, cabernet sauvignon och cabernet franc."
10900,Casal di Serra Classico Superiore,Umani Ronchi,Vitt vin,12419,95.0,Marche,Umani Ronchi,2016.0,13.00%,Friskt & Fruktigt,Verdicchio.
1090023,Berg Schlossberg Riesling Grosses Gewachs,Kloster Eberbach,Vitt vin,91262,368.0,Rheingau,Kloster Eberbach,2014.0,13.00%,Friskt & Fruktigt,Riesling.
1090094,Henri Giraud,Blanc de Craie,Mousserande vin,77301,499.0,Champagne,Henri Giraud,,12.00%,Vitt Torrt,
1090499,Philippe Gonet,Brut Reserve,Mousserande vin,77117,348.0,Champagne,Philippe Gonet,,12.00%,Vitt Torrt,
1090586,Imago,,Rott vin,3211,79.0,,Grupo Peñaflor SA,2015.0,13.50%,Fruktigt & Smakrikt,"60% malbec, 35% petit verdot och 5% cabernet sauvignon."
1090828,Langhe Nebbiolo,Paolo Scavino,Rott vin,2368,89.0,Piemonte,Paolo Scavino,2015.0,14.50%,Stramt & Nyanserat,Nebbiolo.
1090831,Balbinot,Prosecco Brut,Mousserande vin,76831,132.0,Venetien,Azienda Agricola Le Manzane,2016.0,11.50%,Vitt Torrt,
1090838,Langhe Rosso,Marchesi di Barolo,Rott vin,2399,101.0,Piemonte,Marchesi di Barolo,2015.0,13.00%,Kryddigt & Mustigt,"45% dolcetto, 40% barbera och 15% nebbiolo."
1090878,MIM Natura,Pinot Noir Brut Reserva Rose,Mousserande vin,77716,131.0,Cava,Vins el Cep,2013.0,12.00%,Vitt Torrt,
1091167,Ciù Ciù di Bartolomei,Grande Sangiovese,Rott vin,2334,229.0,Marche,Ciù Ciù di Bartolomei,2017.0,13.50%,Fruktigt & Smakrikt,85% sangiovese och 15% montepulciano.
1091509,Philippe Gonet Brut,Blanc de Blanc Grand Cru,Mousserande vin,77307,556.0,Champagne,Philippe Gonet,2007.0,12.00%,Vitt Torrt,
1091512,Bolla,Valdobbiadene Prosecco Superiore,Mousserande vin,77753,129.0,Venetien,Bolla,,11.00%,Vitt Torrt,Glera.
1091957,Château Quinsac,Bordeaux Superieur,Rott vin,3601,119.0,Bordeaux,Château de Seguin,2012.0,13.00%,Stramt & Nyanserat,"50% merlot, 20% malbec, 20% cabernet sauvignon och 10% cabernet franc."
1091981,Charles Heidsieck,Blanc des Millenaires,Mousserande vin,77549,1399.0,Champagne,Charles Heidsieck,1995.0,12.00%,Vitt Torrt,
1092015,Ricossa,Barbera Appassimento,Rott vin,79508,99.0,Piemonte,Ricossa SRL,2015.0,13.50%,Fruktigt & Smakrikt,
1092091,Taittinger,Prestige Rose,Mousserande vin,7898,1150.0,Champagne,Taittinger,,12.50%,Rose,
1092101,Château Plantier Rose,Cru Bourgeois,Rott vin,3626,130.0,Bordeaux,Château Plantier,2014.0,13.00%,Stramt & Nyanserat,"62% cabernet sauvignon, 30% merlot och 8% petit verdot."
1092234,Vista Alegre,Gran Reserva,Rott vin,79926,117.0,Rioja,Bodegas Riovinsa,2010.0,12.50%,Kryddigt & Mustigt,"Tempranillo, graciano och mazuelo."
1092246,Taittinger,Prestige Rose,Mousserande vin,7898,2500.0,Champagne,Taittinger,,12.50%,Rose,
1092268,Prestige des Sacres,Brut,Mousserande vin,77801,299.0,Champagne,Prestige des Sacres,,12.50%,Vitt Torrt,
1092316,Prestige des Sacres,Brut,Mousserande vin,77801,169.0,Champagne,Prestige des Sacres,,12.50%,Vitt Torrt,
1092369,Prestige des Sacres,Brut Rose,Mousserande vin,77870,299.0,Champagne,Prestige des Sacres,,12.50%,Rose,
1092471,Baron de Saint Jean,Languedoc,Rott vin,2228,119.0,Languedoc-Roussillon,Grand Vins Selection,2016.0,13.00%,Fruktigt & Smakrikt,"Grenache, syrah och mourvèdre."
1092525,Laurent-Perrier,Millesime,Mousserande vin,77207,549.0,Champagne,Laurent-Perrier,2007.0,12.00%,Vitt Torrt,
1092854,Cremant d'Alsace,Chardonnay,Mousserande vin,7520,141.0,Alsace,Domaine Fernand Engel,,12.00%,Vitt Torrt,Chardonnay.
1092935,Cremant d'Alsace,Chardonnay,Mousserande vin,7520,89.0,Alsace,Domaine Fernand Engel,,12.00%,Vitt Torrt,Chardonnay.
1093002,Grillo,Selezione di Famiglia,Rott vin,72413,99.0,,Famiglia Grillo,2015.0,14.00%,Fruktigt & Smakrikt,
1093480,Charlotte Perrelli,Mil & Uma Noites,Mousserande vin,76866,69.0,Tejo,Sigva Partner AB,,11.50%,Rose,Touriga nacional och cabernet sauvignon.
1093538,Pinot Blanc Organic,,Vitt vin,1002,115.0,Alsace,Cave de Turckheim,2016.0,12.50%,Druvigt & Blommigt,Pinot blanc.
1093569,Regis Fliniaux,Rose Brut,Mousserande vin,77814,378.0,Champagne,Champagne Fliniaux,,12.00%,Rose,
1093582,Xenius,Brut Rosado,Mousserande vin,77844,111.0,Cava,Covides,,12.00%,Rose,
1093652,Footsteps,Cabernet Sauvignon,Rott vin,2435,239.0,Kalifornien,Nordic Sea Winery,2016.0,13.50%,Fruktigt & Smakrikt,Cabernet sauvignon.
1093782,La Umbra,Cabernet & Syrah Reserve,Rott vin,2437,89.0,Dobrogea,Cramele Halewood,2016.0,13.50%,Fruktigt & Smakrikt,65% cabernet sauvignon och 35% syrah.
1093841,San Giovanni,100% Metodo Classico Groppello,Mousserande vin,77375,297.0,,Pasini Azienda Agricola San Giovanni,,12.00%,Vitt Torrt,
1094358,Lily,Chardonnay Sauvignon Blanc,Vitt vin,2973,69.0,Danube Plain,Vinprom Svischtov,2016.0,13.00%,Friskt & Fruktigt,"60% chardonnay, 35% sauvignon blanc och 5% muscat."
1094377,Dreissigacker,Organic Silvaner,Vitt vin,5913,109.0,Rheinhessen,Weingut Dreissigacker,2016.0,12.00%,Friskt & Fruktigt,Silvaner.
1094380,Somdinou,Blanco,Vitt vin,2791,120.0,Terra Alta,Celler Coop. Gandesa,2015.0,13.50%,Friskt & Fruktigt,"70% grenache blanc, 22% macabeo och 8% viognier."
1094395,Calinda,Moscatel,Vitt vin,2793,69.0,Valencia,PrimeWine Sweden AB,2015.0,11.50%,Druvigt & Blommigt,85% moscatel (muskat) och 15% macabeo.
1094460,Legras & Haas,Grand Cru Blanc de Blancs,Mousserande vin,76477,324.0,Champagne,Legras & Haas,,12.50%,Vitt Torrt,
1094701,Eckhard Walter,Pinot Blanc,Vitt vin,5488,92.0,Pfalz,Weinkellerei okonomierat Friedrich W.,2016.0,13.00%,Friskt & Fruktigt,Pinot blanc.
1095362,Pegasus,Original,Vitt vin,31141,227.0,Skane lan,Vingarden i ahus,2014.0,14.50%,Fylligt & Smakrikt,Solaris.
1095404,Bikandi,Ecologico Crianza,Rott vin,2794,89.0,Rioja,Viña Olabarri,2014.0,13.50%,Kryddigt & Mustigt,Tempranillo.
1095442,Ruppertsberger,Imperial Pinot Noir,Rott vin,2974,79.0,Pfalz,Ruppertsberger WZV Hoheburg,2016.0,13.50%,Mjukt & Barigt,Pinot noir.
1096083,Eulalia de Pons,Rose Brut Nature,Mousserande vin,77720,171.0,Cava,Miquel Pons,2011.0,11.50%,Rose,
1096096,Miquel Pons,Cava Brut Reserva,Mousserande vin,77592,149.0,Cava,Miquel Pons,2011.0,11.50%,Vitt Torrt,
1096303,Miquel Pons,Semi-sec,Mousserande vin,77376,144.0,Cava,Miquel Pons,2012.0,11.50%,Vitt Halvtorrt,
1096362,Miquel Pons,Montargull Chardonnay,Mousserande vin,77379,171.0,Cava,Miquel Pons,2009.0,11.00%,Vitt Torrt,
1096368,Primo,Appuntamento,Rott vin,74435,82.0,Venetien,Luigi Righetti,2014.0,13.50%,Kryddigt & Mustigt,
